country,country_code,city,place_name,category,description,rating,entry_fee_usd,visit_duration_hrs,best_time_to_visit,tags,lat,lon,is_unesco,continent,nearest_airport_iata,nearest_airport_name,avg_flight_price_usd
United States,XX,Coeur d'Alene,Coeur d'Alene Scenic Lookout Point,Nature,Panoramic views of Coeur d'Alene and its surroundings.,4.1,25,3,Sunset,"Views,Nature",47.77256996713879,-116.80952923177972,No,Unknown,COE,Coeur D'Alene - Pappy Boyington Field,
United States,XX,Danville,Danville Scenic Lookout Point,Nature,Panoramic views of Danville and its surroundings.,4.0,5,3,Sunset,"Views,Nature",40.19845199181869,-87.6045971622275,No,Unknown,DNV,Vermilion Regional Airport,
United States,XX,Danville,Danville Central Square,Landmark,"The historic heart of Danville, bustling with locals and cafes.",4.4,10,1,Afternoon,"Iconic,Free",40.21086220374748,-87.5777141445413,No,Unknown,DNV,Vermilion Regional Airport,
United States,XX,Titusville,Titusville Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Titusville.,4.2,5,2,Morning,"Architecture,Spiritual",28.506217220625054,-80.81183809268758,No,Unknown,TIX,Space Coast Regional Airport,
United States,XX,Titusville,Titusville Scenic Lookout Point,Nature,Panoramic views of Titusville and its surroundings.,4.5,0,2,Sunset,"Views,Nature",28.4950221403421,-80.78627463470707,No,Unknown,TIX,Space Coast Regional Airport,
United States,XX,Eden Prairie,Eden Prairie Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Eden Prairie.,4.5,15,3,Morning,"Architecture,Spiritual",44.80884732754248,-93.44717527401595,No,Unknown,FCM,Flying Cloud Airport,
United States,XX,Eden Prairie,Eden Prairie Scenic Lookout Point,Nature,Panoramic views of Eden Prairie and its surroundings.,4.8,10,2,Sunset,"Views,Nature",44.8423386307351,-93.45429592680534,No,Unknown,FCM,Flying Cloud Airport,
United States,XX,Manassas,Manassas Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Manassas.",4.6,5,1,Evening,"Nightlife,Food",38.704536480603764,-77.52303743651957,No,Unknown,MNZ,Manassas Regional Airport/Harry P. Davis Field,
United States,XX,Manassas,Manassas National Museum,Museum,Explore the deep history and culture of United States in Manassas.,4.4,25,3,Morning,"History,Culture",38.7239702303557,-77.49667958452189,No,Unknown,MNZ,Manassas Regional Airport/Harry P. Davis Field,
United States,XX,Manassas,Manassas Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Manassas.,4.6,5,2,Morning,"Architecture,Spiritual",38.722450362358785,-77.52530831767761,No,Unknown,MNZ,Manassas Regional Airport/Harry P. Davis Field,
United States,XX,Angleton,Angleton City Botanical Gardens,Park,A peaceful green oasis in the middle of Angleton.,4.7,10,2,Morning,"Nature,Relaxing",29.12812669779705,-95.46644871332309,No,Unknown,LJN,Texas Gulf Coast Regional Airport,
United States,XX,Angleton,Angleton National Museum,Museum,Explore the deep history and culture of United States in Angleton.,4.7,15,1,Morning,"History,Culture",29.102679848685227,-95.48143454429933,No,Unknown,LJN,Texas Gulf Coast Regional Airport,
United States,XX,Angleton,Angleton Scenic Lookout Point,Nature,Panoramic views of Angleton and its surroundings.,4.1,0,2,Sunset,"Views,Nature",29.104079715166492,-95.46167043772878,No,Unknown,LJN,Texas Gulf Coast Regional Airport,
United States,XX,Port alsworth,Port alsworth Scenic Lookout Point,Nature,Panoramic views of Port alsworth and its surroundings.,4.2,0,2,Sunset,"Views,Nature",60.18172975823235,-154.31664787045352,No,Unknown,PTA,Port Alsworth Airport,
United States,XX,Port alsworth,Port alsworth City Botanical Gardens,Park,A peaceful green oasis in the middle of Port alsworth.,4.6,25,2,Morning,"Nature,Relaxing",60.192777625922275,-154.34227097089965,No,Unknown,PTA,Port Alsworth Airport,
United States,XX,Port alsworth,Port alsworth Central Square,Landmark,"The historic heart of Port alsworth, bustling with locals and cafes.",4.7,15,3,Afternoon,"Iconic,Free",60.18827030551989,-154.317802242118,No,Unknown,PTA,Port Alsworth Airport,
United States,XX,Newton,Newton National Museum,Museum,Explore the deep history and culture of United States in Newton.,4.2,5,2,Morning,"History,Culture",38.04265567490195,-97.29119447711562,No,Unknown,EWK,Newton City-County Airport,
United States,XX,Newton,Newton Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Newton.",4.5,0,2,Evening,"Nightlife,Food",38.06730648680911,-97.26856782600326,No,Unknown,EWK,Newton City-County Airport,
United States,XX,Newton,Newton Scenic Lookout Point,Nature,Panoramic views of Newton and its surroundings.,4.3,25,2,Sunset,"Views,Nature",38.076333760655096,-97.2833573847653,No,Unknown,EWK,Newton City-County Airport,
United States,XX,Fort Bridger,Fort Bridger Central Square,Landmark,"The historic heart of Fort Bridger, bustling with locals and cafes.",4.6,15,3,Afternoon,"Iconic,Free",41.403317136987454,-110.40359276425328,No,Unknown,FBR,Fort Bridger Airport,
United States,XX,Fort Bridger,Fort Bridger Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Fort Bridger.",4.4,5,1,Evening,"Nightlife,Food",41.37989551824199,-110.4020935740541,No,Unknown,FBR,Fort Bridger Airport,
United States,XX,Fort Bridger,Fort Bridger City Botanical Gardens,Park,A peaceful green oasis in the middle of Fort Bridger.,4.7,10,1,Morning,"Nature,Relaxing",41.40313103077489,-110.39830722179163,No,Unknown,FBR,Fort Bridger Airport,
United States,XX,Chehalis,Chehalis Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Chehalis.,4.4,0,3,Morning,"Architecture,Spiritual",46.68707917596629,-122.9846352686113,No,Unknown,CLS,Chehalis Centralia Airport,
United States,XX,Chehalis,Chehalis Scenic Lookout Point,Nature,Panoramic views of Chehalis and its surroundings.,4.5,0,2,Sunset,"Views,Nature",46.69673715599254,-122.97836087017943,No,Unknown,CLS,Chehalis Centralia Airport,
United States,XX,Evanston,Evanston City Botanical Gardens,Park,A peaceful green oasis in the middle of Evanston.,4.7,10,1,Morning,"Nature,Relaxing",41.25732728552548,-111.03231582277185,No,Unknown,EVW,Evanston-Uinta County Airport-Burns Field,
United States,XX,Evanston,Evanston Scenic Lookout Point,Nature,Panoramic views of Evanston and its surroundings.,4.6,0,2,Sunset,"Views,Nature",41.2909935642614,-111.0422962173128,No,Unknown,EVW,Evanston-Uinta County Airport-Burns Field,
United States,XX,Evanston,Evanston National Museum,Museum,Explore the deep history and culture of United States in Evanston.,4.7,25,1,Morning,"History,Culture",41.29034446681256,-111.0459006507922,No,Unknown,EVW,Evanston-Uinta County Airport-Burns Field,
United States,XX,Eufala,Eufala National Museum,Museum,Explore the deep history and culture of United States in Eufala.,4.1,10,1,Morning,"History,Culture",31.966937934648428,-85.12148278409755,No,Unknown,EUF,Weedon Field,
United States,XX,Eufala,Eufala Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Eufala.",4.4,10,1,Evening,"Nightlife,Food",31.93898555873297,-85.14403459920082,No,Unknown,EUF,Weedon Field,
United States,XX,Eufala,Eufala Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Eufala.,4.1,0,2,Morning,"Architecture,Spiritual",31.947621243919063,-85.13046867766272,No,Unknown,EUF,Weedon Field,
United States,XX,Manteo,Manteo Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Manteo.,4.1,10,2,Morning,"Architecture,Spiritual",35.93834711906068,-75.70313617752618,No,Unknown,MEO,Dare County Regional Airport,
United States,XX,Manteo,Manteo Central Square,Landmark,"The historic heart of Manteo, bustling with locals and cafes.",4.8,25,2,Afternoon,"Iconic,Free",35.920829656719214,-75.71068106702553,No,Unknown,MEO,Dare County Regional Airport,
United States,XX,Auburn,Auburn City Botanical Gardens,Park,A peaceful green oasis in the middle of Auburn.,4.2,0,2,Morning,"Nature,Relaxing",32.62613685817589,-85.4140953949708,No,Unknown,AUO,Auburn University Regional Airport,
United States,XX,Auburn,Auburn Central Square,Landmark,"The historic heart of Auburn, bustling with locals and cafes.",4.6,15,2,Afternoon,"Iconic,Free",32.62602005706264,-85.42724006104584,No,Unknown,AUO,Auburn University Regional Airport,
United States,XX,Auburn,Auburn Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Auburn.,4.6,10,2,Morning,"Architecture,Spiritual",32.61987446409622,-85.43509990515318,No,Unknown,AUO,Auburn University Regional Airport,
United States,XX,Dublin,Dublin Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Dublin.",4.5,10,2,Evening,"Nightlife,Food",32.55158178095139,-82.97454272926902,No,Unknown,DBN,W H 'Bud' Barron Airport,
United States,XX,Dublin,Dublin Central Square,Landmark,"The historic heart of Dublin, bustling with locals and cafes.",4.5,25,2,Afternoon,"Iconic,Free",32.554715688480975,-82.98728192822965,No,Unknown,DBN,W H 'Bud' Barron Airport,
United States,XX,Corvallis,Corvallis Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Corvallis.,4.2,0,3,Morning,"Architecture,Spiritual",44.49510519693129,-123.28760167769204,No,Unknown,CVO,Corvallis Municipal Airport,
United States,XX,Corvallis,Corvallis Central Square,Landmark,"The historic heart of Corvallis, bustling with locals and cafes.",4.1,0,2,Afternoon,"Iconic,Free",44.50396157539711,-123.28378507668593,No,Unknown,CVO,Corvallis Municipal Airport,
United States,XX,Corvallis,Corvallis Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Corvallis.",4.9,15,3,Evening,"Nightlife,Food",44.51091658674333,-123.27448292475887,No,Unknown,CVO,Corvallis Municipal Airport,
United States,XX,Shelton,Shelton Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Shelton.",4.1,0,1,Evening,"Nightlife,Food",47.22988872642769,-123.13939327800385,No,Unknown,SHN,Sanderson Field,
United States,XX,Shelton,Shelton National Museum,Museum,Explore the deep history and culture of United States in Shelton.,4.5,10,1,Morning,"History,Culture",47.23268498240501,-123.13615527598151,No,Unknown,SHN,Sanderson Field,
United States,XX,Napakiak,Napakiak Central Square,Landmark,"The historic heart of Napakiak, bustling with locals and cafes.",4.2,5,3,Afternoon,"Iconic,Free",60.6884508597477,-161.99164139337503,No,Unknown,WNA,Napakiak Airport,
United States,XX,Napakiak,Napakiak City Botanical Gardens,Park,A peaceful green oasis in the middle of Napakiak.,4.7,15,1,Morning,"Nature,Relaxing",60.68518894497032,-161.9655808829433,No,Unknown,WNA,Napakiak Airport,
United States,XX,Napakiak,Napakiak Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Napakiak.",4.7,0,3,Evening,"Nightlife,Food",60.68453813846099,-161.98229349603383,No,Unknown,WNA,Napakiak Airport,
United States,XX,Napaskiak,Napaskiak Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Napaskiak.,4.6,25,3,Morning,"Architecture,Spiritual",60.716065805545774,-161.79237950955405,No,Unknown,PKA,Napaskiak Airport,
United States,XX,Napaskiak,Napaskiak Scenic Lookout Point,Nature,Panoramic views of Napaskiak and its surroundings.,4.2,0,3,Sunset,"Views,Nature",60.717897202183174,-161.77941985932753,No,Unknown,PKA,Napaskiak Airport,
United States,XX,Doylestown,Doylestown Central Square,Landmark,"The historic heart of Doylestown, bustling with locals and cafes.",4.2,15,1,Afternoon,"Iconic,Free",40.32654911080161,-75.14079331563302,No,Unknown,DYL,Doylestown Airport,
United States,XX,Doylestown,Doylestown Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Doylestown.",4.4,15,2,Evening,"Nightlife,Food",40.35190150642333,-75.11154557934152,No,Unknown,DYL,Doylestown Airport,
United States,XX,Doylestown,Doylestown City Botanical Gardens,Park,A peaceful green oasis in the middle of Doylestown.,4.4,0,3,Morning,"Nature,Relaxing",40.34222164315653,-75.10865809236545,No,Unknown,DYL,Doylestown Airport,
United States,XX,Stillwater,Stillwater Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Stillwater.",4.9,5,2,Evening,"Nightlife,Food",36.1470736103146,-97.07110367606984,No,Unknown,SWO,Stillwater Regional Airport,
United States,XX,Stillwater,Stillwater City Botanical Gardens,Park,A peaceful green oasis in the middle of Stillwater.,4.1,25,2,Morning,"Nature,Relaxing",36.15640520782363,-97.09250970593105,No,Unknown,SWO,Stillwater Regional Airport,
United States,XX,Okmulgee,Okmulgee City Botanical Gardens,Park,A peaceful green oasis in the middle of Okmulgee.,4.2,25,2,Morning,"Nature,Relaxing",35.67818096255331,-95.93495918371893,No,Unknown,OKM,Okmulgee Regional Airport,
United States,XX,Okmulgee,Okmulgee Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Okmulgee.,4.8,25,3,Morning,"Architecture,Spiritual",35.66834199208803,-95.96264302070679,No,Unknown,OKM,Okmulgee Regional Airport,
United States,XX,Cushing,Cushing Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Cushing.",4.3,15,3,Evening,"Nightlife,Food",35.94868413622605,-96.76370817363518,No,Unknown,CUH,Cushing Municipal Airport,
United States,XX,Cushing,Cushing Scenic Lookout Point,Nature,Panoramic views of Cushing and its surroundings.,4.6,15,3,Sunset,"Views,Nature",35.946988914549024,-96.76213691829412,No,Unknown,CUH,Cushing Municipal Airport,
United States,XX,Cushing,Cushing Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Cushing.,4.8,15,3,Morning,"Architecture,Spiritual",35.960506558366994,-96.78934491174913,No,Unknown,CUH,Cushing Municipal Airport,
United States,XX,Winfield,Winfield Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of Winfield.,4.2,25,2,Morning,"Architecture,Spiritual",37.17209547491143,-97.01762201890361,No,Unknown,WLD,Strother Field,
United States,XX,Winfield,Winfield Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Winfield.",4.4,15,2,Evening,"Nightlife,Food",37.18717725731136,-97.03440594455697,No,Unknown,WLD,Strother Field,
United States,XX,Winfield,Winfield National Museum,Museum,Explore the deep history and culture of United States in Winfield.,4.6,5,3,Morning,"History,Culture",37.16646714117278,-97.02739190732329,No,Unknown,WLD,Strother Field,
United States,XX,Stephenville,Stephenville National Museum,Museum,Explore the deep history and culture of United States in Stephenville.,4.7,10,1,Morning,"History,Culture",32.20595189649501,-98.18613823726012,No,Unknown,SEP,Stephenville Clark Regional Airport,
United States,XX,Stephenville,Stephenville Central Square,Landmark,"The historic heart of Stephenville, bustling with locals and cafes.",4.3,10,2,Afternoon,"Iconic,Free",32.20345006536111,-98.1747791469888,No,Unknown,SEP,Stephenville Clark Regional Airport,
United States,XX,Ada,Ada Central Square,Landmark,"The historic heart of Ada, bustling with locals and cafes.",4.8,0,1,Afternoon,"Iconic,Free",34.81243389109897,-96.68176721292616,No,Unknown,ADT,Ada Regional Airport,
United States,XX,Ada,Ada Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in Ada.",4.5,5,2,Evening,"Nightlife,Food",34.81275299703652,-96.65367538289007,No,Unknown,ADT,Ada Regional Airport,
United States,XX,Iraan,Iraan Central Square,Landmark,"The historic heart of Iraan, bustling with locals and cafes.",4.8,0,2,Afternoon,"Iconic,Free",30.920238368474394,-101.88249143790678,No,Unknown,IRB,Iraan Municipal Airport,
United States,XX,Iraan,Iraan City Botanical Gardens,Park,A peaceful green oasis in the middle of Iraan.,4.0,10,3,Morning,"Nature,Relaxing",30.918621740891602,-101.90868198444234,No,Unknown,IRB,Iraan Municipal Airport,
United States,XX,North Wilkesboro,North Wilkesboro Grand Cathedral/Temple,Spiritual,An architectural marvel and spiritual center of North Wilkesboro.,4.8,10,2,Morning,"Architecture,Spiritual",36.23136335918503,-81.11161677465078,No,Unknown,IKB,Wilkes County Airport,
United States,XX,North Wilkesboro,North Wilkesboro Downtown Entertainment District,Entertainment,"The best place for food, music, and nightlife in North Wilkesboro.",4.6,15,3,Evening,"Nightlife,Food",36.230499990487175,-81.09605340881734,No,Unknown,IKB,Wilkes County Airport,
United States,XX,North Wilkesboro,North Wilkesboro City Botanical Gardens,Park,A peaceful green oasis in the middle of North Wilkesboro.,4.6,10,1,Morning,"Nature,Relaxing",36.23435591256702,-81.11564647459046,No,Unknown,IKB,Wilkes County Airport,
